FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,CAIZA CUSTODIO ALVARO DANILO,ALVARO CAIZA,11,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,MIÑO MORALES NELSON FERNANDO,NELSON MIÑO,13,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,BEDOYA ACUÑA PAOLA LILIANA,PAOLA BEDOYA,14,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,VARGAS ALMEIDA LUIS RAUL,LUIS VARGAS,15,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,VAYAS VILLACRES MACARIO RAUL,RAUL VAYAS,3,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,JIMENEZ ROMAN EDISON PATRICIO,EDISON JIMENEZ,5,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,SANCHEZ RECALDE LAURA JOSEFINA,LAURA SANCHEZ,12,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
424,,,ASAMBLEISTAS NACIONALES,19,UNION ECUATORIANA,,,ECUADOR                                           ,,MORENO OROZCO ELSA IRENE,ELSA MORENO,4,NOTIFICACIÓN NO 000469 PLE-CNE-84-13-11-2020 CALIF,11/14/20 0:00
426,,,PARLAMENTARIOS ANDINOS,6,PARTIDO SOCIAL CRISTIANO,,,ECUADOR                                           ,,ANDRADE MUÑOZ GUSTAVO VLADIMIRO,GUSTAVO ANDRADE MUÑOZ,4,PLE-CNE-65-20-10-2020,10/20/20 0:00
426,,,PARLAMENTARIOS ANDINOS,6,PARTIDO SOCIAL CRISTIANO,,,ECUADOR                                           ,,REYES HIDALGO CRISTINA EUGENIA,CRISTINA REYES HIDALGO,1,PLE-CNE-65-20-10-2020,10/20/20 0:00
426,,,PARLAMENTARIOS ANDINOS,6,PARTIDO SOCIAL CRISTIANO,,,ECUADOR                                           ,,BOADA LIZANDRA CRUZ MARIA,CRUZ MARIA BOADA LIZANDRA,5,PLE-CNE-65-20-10-2020,10/20/20 0:00
426,,,PARLAMENTARIOS ANDINOS,6,PARTIDO SOCIAL CRISTIANO,,,ECUADOR                                           ,,NUÑEZ MANSSUR LUIS ANTONIO,LUIS ANTONIO NUÑEZ MANSSUR,2,PLE-CNE-65-20-10-2020,10/20/20 0:00
426,,,PARLAMENTARIOS ANDINOS,6,PARTIDO SOCIAL CRISTIANO,,,ECUADOR                                           ,,CHERREZ PARRA ANABEL DEL ROCIO,ANABEL DEL ROCIO CHERREZ PARRA,3,PLE-CNE-65-20-10-2020,10/20/20 0:00
428,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EL ORO                                            ,,MOTOCHE APOLO JESUS ALBERTO,JESUS MOTOCHE,2,JPLE-JPEORO-017-10-2020 PERM,10/10/20 0:00
428,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EL ORO                                            ,,MOREIRA CORDOVA JOHANNA NICOLE,JOHANNA MOREIRA,1,JPLE-JPEORO-017-10-2020 PERM,10/10/20 0:00
428,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EL ORO                                            ,,AGUILAR ROMAN VICTOR EDUARDO,VICTOR AGUILAR,4,JPLE-JPEORO-017-10-2020 PERM,10/10/20 0:00
428,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EL ORO                                            ,,CHICA CALLE RUTH MARGARITA,RUTH CHICA,5,JPLE-JPEORO-017-10-2020 PERM,10/10/20 0:00
428,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EL ORO                                            ,,ORELLANA RIOFRIO KATHERINE VANESSA,KATHERINE ORELLANA,3,JPLE-JPEORO-017-10-2020 PERM,10/10/20 0:00
430,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,CARCHI                                            ,,LANDAZURI SALAZAR RICARDO ALEXANDER,RICARDO LANDAZURI,3,PLE-JPEC-16-14-10-2020,10/14/20 18:06
430,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,CARCHI                                            ,,YAR ARAUJO JUAN CARLOS,JUAN CARLOS YAR,1,PLE-JPEC-16-14-10-2020,10/14/20 18:06
430,,,ASAMBLEISTAS PROVINCIALES,35,"MOVIMIENTO ALIANZA PAIS, PATRIA  ALTIVA I SOBERANA",,,CARCHI                                            ,,MORAN CHICAIZA NATHALY EUGENIA,NATHALY MORAN,2,PLE-JPEC-16-14-10-2020,10/14/20 18:06
431,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,STO DGO TSACHILAS                                 ,,QUIROZ RENGIFO MARIA ELIZABETH,MARIA QUIROZ,1,JPE-CNE-SDT-25-19-10-2020,10/19/20 18:00
431,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,STO DGO TSACHILAS                                 ,,MOREIRA MECIAS CINTHIA ISABEL,CINTHIA MOREIRA,3,JPE-CNE-SDT-25-19-10-2020,10/19/20 18:00
431,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,STO DGO TSACHILAS                                 ,,MUÑOZ BRIONES JUAN CARLOS,JUAN CARLOS MUÑOZ,2,JPE-CNE-SDT-25-19-10-2020,10/19/20 18:00
431,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,STO DGO TSACHILAS                                 ,,OCAMPO ALVARADO ANDRES MARCELO,ANDRES OCAMPO,4,JPE-CNE-SDT-25-19-10-2020,10/19/20 18:00
432,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,IMBABURA                                          ,,MARCILLO RUIZ LUIS ANIBAL,LUIS MARCILLO RUIZ,1,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020 FE DE,10/10/20 0:00
432,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,IMBABURA                                          ,,FARINANGO BENAVIDES MIRIAN ANTONIETA,ANTONIETA FARINANGO BENAVIDES,4,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020 FE DE,10/10/20 0:00
432,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,IMBABURA                                          ,,LOPEZ DIEGO HUMBERTO,DIEGO HUMBERTO LOPEZ,3,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020 FE DE,10/10/20 0:00
432,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,IMBABURA                                          ,,CHANGO TAPIA MARGARITA ESTEFANIA,MARGARITA ESTEFANIA CHANGO,2,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020 FE DE,10/10/20 0:00
434,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,SANTA ELENA                                       ,,MENDOZA POSLIGUA EULER FRANCISCO,EULER MENDOZA POSLIGUA,3,CNE-JPESE-32-16-10-2020,10/16/20 11:00
434,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,SANTA ELENA                                       ,,ALTAFUYA ROJAS RONY ALONSO,RONY ALTAFUYA,1,CNE-JPESE-32-16-10-2020,10/16/20 11:00
434,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,SANTA ELENA                                       ,,VERA CAICHE ALICIA LICENIA,ALICIA VERA,2,CNE-JPESE-32-16-10-2020,10/16/20 11:00
436,,,ASAMBLEISTAS POR EL EXTERIOR,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,CORONEL LEMARIE FABIAN ESTEBAN,ESTEBAN CORONEL LEMARIE,1,PLE-JEE-3-12-10-2020-P-IC ,9/29/20 0:00
436,,,ASAMBLEISTAS POR EL EXTERIOR,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,AMERICA LATINA EL CARIBE Y AFRICA                 ,,LEMARIE CAICEDO JANE DEL ROCIO,JANE LEMARIE,2,PLE-JEE-3-12-10-2020-P-IC ,9/29/20 0:00
437,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,ESCALA ZAMBRANO JORGE ELIAS,JORGE ESCALA,1,JPEG-0030-23-10-2020,10/23/20 18:00
437,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,VALVERDE AYALA RAFAEL DANIEL,RAFAEL VALVERDE,3,JPEG-0030-23-10-2020,10/23/20 18:00
437,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,MENENDEZ GUZMAN GABRIELA ISABEL,GABRIELA MENENDEZ,4,JPEG-0030-23-10-2020,10/23/20 18:00
437,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,CEDEÑO CABALLERO JIM VICTOR,JIM CEDEÑO,5,JPEG-0030-23-10-2020,10/23/20 18:00
437,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 2,DELGADO CEDEÑO MIRELLA,MIRELLA DELGADO,2,JPEG-0030-23-10-2020,10/23/20 18:00
440,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO INTERCULTURAL DE GENTE ACTIVA  (MINGA),,,CHIMBORAZO                                        ,,LEMA ILLICACHI LUZ MICAELA,LUZ MICAELA LEMA ILLICACHI,2,PLE-JPECH-6-03-10-2020,10/3/20 15:30
440,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO INTERCULTURAL DE GENTE ACTIVA  (MINGA),,,CHIMBORAZO                                        ,,SATIAN GUAMAN CARLOS HERIBERTO,CARLOS HERIBERTO SATIAN GUAMAN,3,PLE-JPECH-6-03-10-2020,10/3/20 15:30
440,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO INTERCULTURAL DE GENTE ACTIVA  (MINGA),,,CHIMBORAZO                                        ,,RIOFRIO VELASTEGUI CARMEN JAKELINE,JAKELINE RIOFRIO VELASTEGUI,4,PLE-JPECH-6-03-10-2020,10/3/20 15:30
440,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO INTERCULTURAL DE GENTE ACTIVA  (MINGA),,,CHIMBORAZO                                        ,,CURICAMA GUAMAN MARIANO,MARIANO CURICAMA GUAMAN,1,PLE-JPECH-6-03-10-2020,10/3/20 15:30
441,,,ASAMBLEISTAS PROVINCIALES,8,PARTIDO POLÍTICO AVANZA,,,AZUAY                                             ,,HINOSTROZA ALVARADO JULIO PATRICIO,JULIO HINOSTROZA,3,JPEA-CNE-20-15-10-2020,10/15/20 0:00
441,,,ASAMBLEISTAS PROVINCIALES,8,PARTIDO POLÍTICO AVANZA,,,AZUAY                                             ,,TORAL ARGUDO PABLO ANDREE,PABLO TORAL ARGUDO,5,JPEA-CNE-20-15-10-2020,10/15/20 0:00
441,,,ASAMBLEISTAS PROVINCIALES,8,PARTIDO POLÍTICO AVANZA,,,AZUAY                                             ,,CABRERA CRESPO JULIO CESAR,JULIO CABRERA,1,JPEA-CNE-20-15-10-2020,10/15/20 0:00
441,,,ASAMBLEISTAS PROVINCIALES,8,PARTIDO POLÍTICO AVANZA,,,AZUAY                                             ,,MUÑOZ FALCONI JOHANNA CARMEN,JOHANNA MUÑOZ FALCONI,2,JPEA-CNE-20-15-10-2020,10/15/20 0:00
441,,,ASAMBLEISTAS PROVINCIALES,8,PARTIDO POLÍTICO AVANZA,,,AZUAY                                             ,,MATUTE JARA ERIKA GABRIELA,ERIKA MATUTE JARA,4,JPEA-CNE-20-15-10-2020,10/15/20 0:00
442,,,PARLAMENTARIOS ANDINOS,19,UNION ECUATORIANA,,,ECUADOR                                           ,,ARAGUNDI VILLEGAS DINO SERGIO,DINO ARAGUNDI,2,PLE-CNE-60-19-10-2020,10/19/20 0:00
442,,,PARLAMENTARIOS ANDINOS,19,UNION ECUATORIANA,,,ECUADOR                                           ,,TREJO GODOY DIAGNES MAGALI,DIAGNES TREJO,1,PLE-CNE-60-19-10-2020,10/19/20 0:00
442,,,PARLAMENTARIOS ANDINOS,19,UNION ECUATORIANA,,,ECUADOR                                           ,,LANDIVAR ANDRADE MARTHA DEL CARMEN,MARTHA LANDIVAR,3,PLE-CNE-60-19-10-2020,10/19/20 0:00
442,,,PARLAMENTARIOS ANDINOS,19,UNION ECUATORIANA,,,ECUADOR                                           ,,GUERRON ROMERO PATRICIO XAVIER,PATRICIO GUERRON,4,PLE-CNE-60-19-10-2020,10/19/20 0:00
442,,,PARLAMENTARIOS ANDINOS,19,UNION ECUATORIANA,,,ECUADOR                                           ,,MORALES NIETO PATRICIA ELIZABETH,PATRICIA MORALES,5,PLE-CNE-60-19-10-2020,10/19/20 0:00
444,,,ASAMBLEISTAS PROVINCIALES,63,MOVIMIENTO POSITIVO,,,STO DGO TSACHILAS                                 ,,GARCIA BERMEO RODRIGO PAOLO,GARCIA BERMEO RODRIGO PAOLO,1,JPE-CNE-SDT-15-13-10-2020,10/12/20 20:00
444,,,ASAMBLEISTAS PROVINCIALES,63,MOVIMIENTO POSITIVO,,,STO DGO TSACHILAS                                 ,,VELEZ PARRAGA GISELLA MARIA,VELEZ PARRAGA GISELLA MARIA,2,JPE-CNE-SDT-15-13-10-2020,10/12/20 20:00
444,,,ASAMBLEISTAS PROVINCIALES,63,MOVIMIENTO POSITIVO,,,STO DGO TSACHILAS                                 ,,LOOR PIN ANGEL RAFAEL,LOOR PIN ANGEL RAFAEL,3,JPE-CNE-SDT-15-13-10-2020,10/12/20 20:00
444,,,ASAMBLEISTAS PROVINCIALES,63,MOVIMIENTO POSITIVO,,,STO DGO TSACHILAS                                 ,,ARAUJO ABAD MARIA DANIELA,ARAUJO ABAD MARIA DANIELA,4,JPE-CNE-SDT-15-13-10-2020,10/12/20 20:00
445,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,ESPINOSA BACULIMA ANGEL SEGUNDO RAFAEL,RAFAEL ESPINOSA,5,JPEG-0032-23-10-2020,10/23/20 18:00
445,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,RIERA CAMACHO LOURDES LETICIA,LOURDES RIERA,4,JPEG-0032-23-10-2020,10/23/20 18:00
445,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,ALFARO BAJAÑA JULIO ELOY,JULIO ALFARO,1,JPEG-0032-23-10-2020,10/23/20 18:00
445,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,IBARRA ALMEIDA SANDRA AURORA,SANDRA IBARRA,2,JPEG-0032-23-10-2020,10/23/20 18:00
445,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,HIDALGO TORRES MIGUEL OCTAVIO,MIGUEL HIDALGO,3,JPEG-0032-23-10-2020,10/23/20 18:00
446,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,SANTA ELENA                                       ,,PONCE SORNOZA CARMELO ORLANDO,CARMELO PONCE SORNOZA,3,CNE-JPESE-07-09-10-2020,10/9/20 15:00
446,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,SANTA ELENA                                       ,,ALVARADO MARTINEZ VANESSA JAHAIRA,VANESSA ALVARADO MARTINEZ,2,CNE-JPESE-07-09-10-2020,10/9/20 15:00
446,,,ASAMBLEISTAS PROVINCIALES,11,MOVIMIENTO JUSTICIA SOCIAL ,,,SANTA ELENA                                       ,,FARACHIO DROUET JULIO CESAR,JULIO FARACHIO DROUET,1,CNE-JPESE-07-09-10-2020,10/9/20 15:00
447,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,CHIMBORAZO                                        ,,PORRAS VASCO IVONE DEL ROCIO,IVONE DEL ROCIO PORRAS VASCO,2,PLE-JPECH-12-08-10-2020,10/8/20 18:00
447,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,CHIMBORAZO                                        ,,LARA GRANIZO FAUSTO ALFREDO,FAUSTO ALFREDO LARA GRANIZO,3,PLE-JPECH-12-08-10-2020,10/8/20 18:00
447,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,CHIMBORAZO                                        ,,AGUIAR TORRES LISETH MONSERRATH,LISETH MONSERRATH AGUIAR,4,PLE-JPECH-12-08-10-2020,10/8/20 18:00
447,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,CHIMBORAZO                                        ,,AVALOS REYES PABLO AQUILINO,PABLO AQUILINO AVALOS REYES,1,PLE-JPECH-12-08-10-2020,10/8/20 18:00
448,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,RODRIGUEZ RODRIGUEZ MARIA EUGENIA,MARIA EUGENIA RODRIGUEZ,1,JPEG-0031-23-10-2020,10/23/20 18:00
448,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,SAGUAY PANCHO GERARDO IVAN,IVAN SAGUAY,2,JPEG-0031-23-10-2020,10/23/20 18:00
448,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,PINELA MARTILLO ELSY VIRGINIA,VIRGINIA PINELA MARTILLO,3,JPEG-0031-23-10-2020,10/23/20 18:00
448,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,CHUQUIMARCA VILLALTA FANNY DEL ROCIO,FANNY CHUQUIMARCA,5,JPEG-0031-23-10-2020,10/23/20 18:00
448,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,2,PARTIDO UNIDAD POPULAR,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,MENDOZA GOMEZ CHARLES WASHINGTON,CHARLES MENDOZA,4,JPEG-0031-23-10-2020,10/23/20 18:00
452,,,ASAMBLEISTAS PROVINCIALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,MORONA SANTIAGO                                   ,,VEGA OLMEDO LIGIA DEL CONSUELO,CONSUELO VEGA,2,PLE-JPE-MS-8-9-10-2020,10/9/20 0:00
452,,,ASAMBLEISTAS PROVINCIALES,18,MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK,,,MORONA SANTIAGO                                   ,,CHUMPI JUA JOSE CELESTINO,CELESTINO CHUMPI,1,PLE-JPE-MS-8-9-10-2020,10/9/20 0:00
453,,,ASAMBLEISTAS POR EL EXTERIOR,8,PARTIDO POLÍTICO AVANZA,,,EUROPA ASIA Y OCEANIA                             ,,HIDALGO GARCIA NILO CECILIO,HIDALGO GARCIA NILO CECILIO,1,PLE-JEE-5-19-11-2020-P-IC ,9/29/20 0:00
453,,,ASAMBLEISTAS POR EL EXTERIOR,8,PARTIDO POLÍTICO AVANZA,,,EUROPA ASIA Y OCEANIA                             ,,CHICAIZA TORRES JACKELINNE JESUS,JACKELINNE CHICAIZA,2,PLE-JEE-5-19-11-2020-P-IC ,9/29/20 0:00
455,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,IMBABURA                                          ,,ANDRADE FLORES JUAN MIGUEL,JUAN MIGUEL ANDRADE,1,N°0010-PLE-JPEIMBABURA-15-10-2020,10/15/20 0:00
455,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,IMBABURA                                          ,,MONTESDEOCA BASTIDAS ANA LUCIA,ANA LUCIA MONTESDEOCA,2,N°0010-PLE-JPEIMBABURA-15-10-2020,10/15/20 0:00
455,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,IMBABURA                                          ,,CADENA CARVAJAL ROBERT FERNANDO,ROBERT CADENA,3,N°0010-PLE-JPEIMBABURA-15-10-2020,10/15/20 0:00
455,,,ASAMBLEISTAS PROVINCIALES,19,UNION ECUATORIANA,,,IMBABURA                                          ,,ARELLANO MONTALVO VANESSA ROCIO,VANESSA ARELLANO,4,N°0010-PLE-JPEIMBABURA-15-10-2020,10/15/20 0:00
456,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,SUCUMBIOS                                         ,,MORA ALBAN CARLOS ALBERTO,CARLOS MORA,3,PLE-JPES-017-11-10-2020,10/11/20 21:00
456,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,SUCUMBIOS                                         ,,GILER MACIAS HOLVER TRINIDAD,TRINIDAD GILER,1,PLE-JPES-017-11-10-2020,10/11/20 21:00
456,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,SUCUMBIOS                                         ,,GUERRERO CALDERON JOSELINE ELIZABETH,JOSELINE GUERRERO,2,PLE-JPES-017-11-10-2020,10/11/20 21:00
457,,,ASAMBLEISTAS PROVINCIALES,61-6,ALIANZA DEL PUEBLO,,,SUCUMBIOS                                         ,,MORAN GONZABAY LUIS MIGUEL,MIGUEL MORAN GONZABAY,3,PLE-JPES-005-2020,9/25/20 17:00
457,,,ASAMBLEISTAS PROVINCIALES,61-6,ALIANZA DEL PUEBLO,,,SUCUMBIOS                                         ,,GREFA CERDA RENE ORLANDO,ORLANDO GREFA,1,PLE-JPES-005-2020,9/25/20 17:00
457,,,ASAMBLEISTAS PROVINCIALES,61-6,ALIANZA DEL PUEBLO,,,SUCUMBIOS                                         ,,QUEZADA YAGUACHE VANESSA SOLEDAD,VANESSA QUEZADA YAGUACHE,2,PLE-JPES-005-2020,9/25/20 17:00
460,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,PASTAZA                                           ,,MORANTE GOMEZ IBEETH XIMENA,XIMENA MORANTE GOMEZ,1,RESOLUCIÒN Nº 031-JPEPZ-02-12-2020,12/2/20 14:31
460,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,PASTAZA                                           ,,ROJAS GAMBOA EDGAR ISRAEL,EDGAR ISRAEL ROJAS GAMBOA,2,RESOLUCIÒN Nº 031-JPEPZ-02-12-2020,12/2/20 14:31
461,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,TUNGURAHUA                                        ,,FRIAS BORJA EDWIN RAMIRO,RAMIRO FRIAS BORJA,1,JPET-PLE-005-01-10-2020,10/2/20 10:25
461,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,TUNGURAHUA                                        ,,NARANJO MORALES NATALY ALEJANDRA,NATALY NARANJO,2,JPET-PLE-005-01-10-2020,10/2/20 10:25
461,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,TUNGURAHUA                                        ,,SANCHEZ HURTADO JORGE LUIS,JORGE SANCHEZ,3,JPET-PLE-005-01-10-2020,10/2/20 10:25
461,,,ASAMBLEISTAS PROVINCIALES,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,TUNGURAHUA                                        ,,MORALES MOYA ESMERALDA GUADALUPE,GUADALUPE MORALES,4,JPET-PLE-005-01-10-2020,10/2/20 10:25
463,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,AZUAY                                             ,,RUILOVA QUEZADA LUIS EDUARDO,LUIS EDUARDO RUILOVA QUEZADA,1,JPEA-CNE-21-15-10-2020,10/15/20 0:00
463,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,AZUAY                                             ,,NARVAEZ JARA JUANA LUCILA,JUANA LUCILA NARVAEZ JARA,2,JPEA-CNE-21-15-10-2020,10/15/20 0:00
463,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,AZUAY                                             ,,CARDENAS MOLINA JAIME EDUARDO,JAIME EDUARDO CARDENAS MOLINA,3,JPEA-CNE-21-15-10-2020,10/15/20 0:00
463,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,AZUAY                                             ,,ASTUDILLO CUADRADO ADRIANA PATRICIA,ADRIANA PATRICIA ASTUDILLO,4,JPEA-CNE-21-15-10-2020,10/15/20 0:00
463,,,ASAMBLEISTAS PROVINCIALES,17,PARTIDO SOCIALISTA ECUATORIANO,,,AZUAY                                             ,,CHUÑIR GUTAMA NESTOR ALFONSO,NESTOR ALFONSO CHUÑIR GUTAMA,5,JPEA-CNE-21-15-10-2020,10/15/20 0:00
464,,,ASAMBLEISTAS POR EL EXTERIOR,12,PARTIDO IZQUIERDA DEMOCRÁTICA,,,EUROPA ASIA Y OCEANIA                             ,,LOPEZ TAPIA EDISON RUBEN,EDISON LOPEZ,2,PLE-JEE-2-19-11-2020-P-IC ,9/29/20 0:00
